Salary,NBA_DraftNumber,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1471382,41,25,78,1432,9.3,0.535,0.542,0.113,2.6,9,5.8,8.9,0.7,1.2,9.3,13.5,1.1,1.2,2.3,0.077,-0.9,-0.6,-1.5,0.2
1312611,27,23,77,1577,14.9,0.554,0.268,0.178,5.5,18.8,12.2,13.3,1.9,2,11,15.9,2.1,2.3,4.5,0.136,0.1,2.1,2.2,1.7
7590035,35,32,78,2170,8.4,0.537,0.692,0.145,4.6,17.4,11,4.6,1.8,0.9,13.3,10.3,1,2.8,3.8,0.083,-1.3,1.5,0.2,1.2
24773250,3,24,74,2349,18.4,0.601,0.357,0.145,4.7,18,11.4,10,2.4,1.4,7.1,18.4,4.9,3,7.9,0.161,2.5,1.1,3.6,3.3
2106470,23,29,53,740,15.5,0.632,0.106,0.333,4.9,23.9,15.1,9.5,1.2,2,13.5,16.3,1.2,1,2.2,0.143,-1.4,0.2,-1.3,0.1
10595505,36,31,14,121,4.5,0.423,0,0.75,6.5,26.1,16.6,2,0.4,1.3,19,9.4,-0.1,0.1,0,0.006,-7.4,-0.8,-8.2,-0.2
1312611,62,25,6,80,8.9,0.577,0.688,0.188,4.2,11.2,7.7,3.5,0.6,1.1,5.5,10.3,0.1,0.1,0.2,0.098,-1.5,-1.3,-2.8,0
1645200,23,20,70,1389,9.5,0.575,0.565,0.183,3.3,9.9,6.6,5.2,1.8,0.6,10.8,12.3,1.1,1.5,2.6,0.09,0,0.3,0.3,0.8
1471382,46,24,66,1003,8.4,0.496,0.489,0.11,1.5,10.8,6.2,11.5,1.6,1.2,14.5,18.9,-0.6,1.1,0.5,0.026,-2.5,-0.5,-3,-0.3
3505233,9,22,54,875,12.8,0.509,0.282,0.248,8.6,30.1,19.2,5.7,1.1,1.6,10.7,14.5,0.5,1.2,1.7,0.091,-3.4,0.3,-3.1,-0.2
12250000,16,27,54,1619,19.7,0.536,0.25,0.115,6.6,27.6,17,19.3,1.6,2.9,11.1,25.9,1.3,2.2,3.5,0.104,0.6,2,2.6,1.9
12500000,23,26,51,1352,17.8,0.567,0.525,0.21,4.1,24,14.1,8.7,1.4,2.2,8,23.2,1.6,1.5,3.2,0.113,0.9,-0.8,0.1,0.7
1471382,41,22,71,2288,24.4,0.607,0.279,0.317,9.2,27.7,18.4,29.2,1.8,2.1,15.8,24.1,7.3,2.6,9.9,0.208,4.8,2.1,6.9,5.1
3807146,8,24,37,459,9.1,0.554,0.669,0.165,0.7,12.6,6.6,10.1,0.8,0.5,13.4,15.5,0.1,0.2,0.3,0.035,-2,-1.8,-3.9,-0.2
92160,62,23,6,60,2.4,0.362,0.611,0.167,1.8,8,4.7,11,0,1.6,9.4,15.7,-0.2,0,-0.2,-0.134,-6,-4.1,-10,-0.1
1312611,62,24,4,10,-4.6,0,1,0,0,33.5,16.8,0,0,0,0,8.7,0,0,0,-0.18,-13.8,-4.8,-18.6,0
22434783,25,29,61,1918,14.3,0.518,0.422,0.204,3,13.8,8.3,26,1.6,1,15,18.2,1.6,1.7,3.3,0.082,0.8,0.4,1.2,1.6
5192000,16,32,76,1307,10.1,0.562,0.669,0.123,1.8,7.5,4.8,3.5,1.3,0.4,7.3,18,0.7,0.9,1.6,0.059,-0.2,-3.4,-3.7,-0.5
2328652,12,37,13,72,13.8,0.666,0,0.421,8.9,20.7,14.6,8.6,0,0,23.7,17.6,0.1,0,0.1,0.08,-3.2,-2.8,-6,-0.1
4187599,6,23,30,472,16.2,0.558,0.01,0.267,11,29.1,19.8,6.3,3.3,4.1,18.1,13.8,0.4,1,1.3,0.137,-3.4,4.6,1.2,0.4
3477600,7,35,50,732,17,0.604,0.009,0.442,8.1,18.5,13.3,9.6,1.8,1.6,11.7,19,1.6,1,2.6,0.17,-1.2,0.6,-0.6,0.3
3949999,35,29,63,1286,12.9,0.598,0.49,0.13,4.2,19.1,11.6,8.6,1.7,1,12,14.3,1.7,1,2.7,0.1,0.8,-0.2,0.6,0.8
92160,62,24,1,1,134.1,1.5,1,0,0,0,0,0,0,0,0,45.1,0.1,0,0.1,2.713,68.7,-14.3,54.4,0
50000,38,26,5,19,-2.9,0.167,0,0,6.1,5.9,6,7.1,0,0,0,14.2,-0.1,0,-0.1,-0.141,-10.3,-2.2,-12.5,-0.1
2569920,11,21,61,1761,17.6,0.581,0.241,0.333,5.9,20.1,13.1,7.2,1.1,5.7,11.5,20.1,2.6,2.5,5,0.137,-0.6,1.9,1.4,1.5
1471382,32,24,72,1190,24.9,0.656,0.012,0.417,9.3,17.1,13.3,9.2,1.3,3.3,9.8,23.8,4.1,1.2,5.3,0.213,2.4,-0.1,2.3,1.3
10500000,62,32,10,159,13.5,0.623,0.789,0,2.2,14.8,8.5,9.5,1.3,0.5,10.9,18.2,0.2,0.1,0.3,0.09,1.6,-3.3,-1.7,0
3025035,62,28,1,2,-41.1,0,0,0,0,0,0,0,0,0,0,43.6,0,0,0,-1.063,-36.5,-12.7,-49.2,0
6000000,62,30,45,1134,11.7,0.564,0.644,0.128,1.6,10.5,6.1,26.2,1,0.4,20.3,18.2,0.9,0.5,1.4,0.061,0.7,-2,-1.3,0.2
12500000,26,29,52,888,10.7,0.57,0,0.328,9.6,18.5,14,7.3,0.9,2.9,23.7,13.1,0.1,0.7,0.8,0.042,-3.9,1.4,-2.5,-0.1
1709538,43,29,72,1320,13.7,0.608,0.313,0.14,3.7,15.8,9.8,8.9,0.8,0.7,12.8,19.8,1.4,1,2.3,0.085,-0.4,-1.7,-2.2,-0.1
5000000,44,26,50,984,14.6,0.599,0.526,0.203,6,18.3,12.2,7,1.5,2.3,11,15.8,1.4,0.9,2.3,0.112,0,0.2,0.2,0.6
87552,62,27,36,687,13.9,0.469,0.305,0.262,2,12.2,7,29.5,2,0.8,12,25.1,-0.1,0.3,0.2,0.016,-0.8,-1.8,-2.7,-0.1
28530608,4,30,12,373,15.5,0.52,0.458,0.393,0,8.6,4.2,22.3,1.6,0.8,8.4,25.9,0.4,0.2,0.6,0.079,1.2,-3.4,-2.2,0
13000000,2,24,71,1778,12.6,0.534,0.004,0.296,4.9,13.2,9,6,1.3,1.5,7.6,16.4,1.6,1.5,3.1,0.083,-2.1,0.3,-1.8,0.1
2700000,11,26,52,835,10.9,0.446,0.258,0.389,4.7,13.4,8.9,19.5,2.6,2.3,16.2,16.6,-0.2,1.1,0.8,0.048,-2.6,2,-0.7,0.3
2116955,2,29,70,1582,17.7,0.557,0.101,0.195,6.3,21.5,13.9,12.4,1,2.2,14.1,26.8,0.9,1.4,2.2,0.068,-1.1,-0.6,-1.7,0.1
9904495,11,25,30,237,16.8,0.661,0.333,0.139,5.1,24.2,14.8,10.6,1.3,0,11.6,16,0.6,0.3,0.9,0.181,0.6,-0.3,0.3,0.1
815615,62,26,69,1155,12.9,0.567,0.407,0.203,6.3,14.8,10.4,6.1,1.1,3.4,7.9,13.5,1.5,1.2,2.6,0.11,-1.2,1.2,0,0.6
10162922,15,24,59,1264,12.6,0.596,0.397,0.199,4,9.9,7,6,1.9,2.8,11,12.6,1.6,1.6,3.2,0.122,-0.2,2,1.8,1.2
9607500,62,27,37,702,8.7,0.506,0.517,0.168,2.2,8.4,5.3,27.3,1,0,23.1,13.4,0.3,0.2,0.5,0.034,-2.2,-3.6,-5.8,-0.7
50000,62,24,3,11,-0.7,0.417,0.833,0,0,10.2,5.1,0,0,0,14.3,28.6,-0.1,0,0,-0.196,-8.6,-8.6,-17.1,0
14041096,22,27,70,1373,16.8,0.582,0.003,0.48,10.3,21,15.6,14.6,1.7,4.7,18.8,16.6,1.7,1.6,3.3,0.115,-1,2.6,1.6,1.3
13168750,2,31,75,1941,13.3,0.593,0.537,0.223,3.9,16.4,10,6.7,1.3,1.5,9.7,14.5,2.7,1.8,4.5,0.11,0.7,0.4,1.1,1.5
86119,25,29,3,76,38.1,0.733,0.405,0.31,4.5,4.7,4.6,32.6,3.3,1.2,7.7,30.6,0.5,0.1,0.6,0.365,13.5,-2.9,10.6,0.2
100000,62,25,8,52,10.9,0.697,0,5.333,9.1,29.3,19.3,4.8,0,1.6,23,11.4,0.1,0,0.2,0.143,-3.7,-2,-5.7,0
2116955,16,30,50,647,13.9,0.541,0.678,0.158,3.4,18.7,11,9.5,0.5,2.7,9.4,26.9,0.2,0.5,0.7,0.052,0.3,-3,-2.7,-0.1
83129,29,24,3,74,5.8,0.302,0.25,0.313,1.5,8,4.7,24.9,2.7,0,14.2,12.9,-0.1,0.1,-0.1,-0.036,-5.8,-1.5,-7.3,-0.1
3073800,8,20,71,1501,10.8,0.504,0.401,0.319,5.1,22.8,13.8,8.1,1.6,3.8,16.6,17.9,-0.9,1.5,0.6,0.018,-3.5,1.3,-2.1,-0.1
8000000,13,28,69,1872,13.3,0.573,0.298,0.181,4.3,19.3,11.8,10.8,1.4,1.8,15.2,19.3,1.1,2,3.2,0.081,-1,0.6,-0.4,0.8
7026240,1,19,10,176,10.3,0.404,0.014,0.233,4.5,10,7.4,27.6,1.6,1.4,11.1,22,-0.1,0.2,0.1,0.025,-4.7,-0.5,-5.1,-0.1
4078320,5,22,71,1544,13.6,0.544,0.437,0.162,2.7,16,9.3,9.4,2.4,1.6,11.4,19.8,0.4,1.7,2.1,0.065,-1.1,0.2,-0.9,0.4
2106407,34,31,62,1353,10.1,0.5,0.424,0.298,1.1,12,6.4,21.6,2.8,0.8,18.8,19.4,-0.7,1.2,0.6,0.02,-2.3,-0.5,-2.8,-0.3
4538020,6,23,54,1614,10.8,0.479,0.483,0.258,3,9.8,6.4,23.9,2.2,1.2,18.4,19.5,-0.6,2.5,1.9,0.057,-1.6,1.2,-0.4,0.7
5000000,14,28,52,1398,14.8,0.547,0.385,0.255,3.4,18.7,11.2,8,1.2,0.7,8.8,23,1.2,2.1,3.3,0.115,-0.9,-0.5,-1.4,0.2
1312611,62,23,41,223,6.3,0.498,0.298,0.447,3.6,4.7,4.2,4.1,1.3,0,5.1,11.8,0.1,0,0.2,0.038,-2,-2.7,-4.7,-0.2
6306060,18,31,76,1838,14,0.581,0.508,0.216,1.1,7.1,4.1,11.9,1.6,0.4,10.1,20.3,2.2,1.2,3.4,0.089,0.7,-2.2,-1.5,0.2
12782609,57,33,78,1967,14.9,0.55,0,0.299,9.8,24.1,17,10.8,1,2.6,13.5,15.6,2.4,2.3,4.7,0.116,-1.5,1.9,0.4,1.2
22642350,48,33,72,2374,17.3,0.531,0.309,0.33,3.6,25.4,14.2,21.5,1.1,4,14.1,25.7,1.3,2.6,4,0.08,-0.2,1.7,1.5,2.1
2500000,57,40,62,1241,12.4,0.544,0.409,0.285,1.7,10.1,5.9,18.8,1.7,1.1,16.7,21.3,0.4,1.6,1.9,0.075,-0.9,-0.4,-1.2,0.2
2904480,11,19,60,778,8.5,0.457,0.571,0.071,1.1,8.1,4.5,15.4,1.1,0.9,10.3,24.2,-0.9,0.5,-0.4,-0.027,-2.1,-3.3,-5.3,-0.7
1700640,19,21,61,581,8.8,0.504,0.458,0.186,2.7,11,6.9,7.4,1.3,1,11.1,16.1,0,0.3,0.3,0.023,-2.8,-2.5,-5.3,-0.5
2500000,62,28,54,1014,10.7,0.519,0.435,0.323,1,10,5.5,23.5,1.7,0.5,16.9,16.9,0.4,0.6,1,0.047,-2,-1.6,-3.6,-0.4
1312611,36,25,46,1404,14.3,0.579,0.319,0.174,1.9,10.8,6.4,16.3,1.5,0.8,11,19.1,2,0.7,2.7,0.093,0.6,-1.8,-1.2,0.3
1504560,22,22,26,324,5.9,0.446,0.444,0.244,1.7,10.7,6,5.6,1.6,0.3,9.1,15.2,-0.2,0.1,-0.1,-0.018,-4.3,-2.2,-6.5,-0.4
17190000,7,32,1,13,5.5,0.5,0,0,0,0,0,10.1,3.7,0,33.3,9.8,0,0,0,-0.019,-7.2,-1.4,-8.6,0
2759280,12,21,69,1339,11.6,0.55,0.42,0.157,1.6,11.5,6.4,12.4,1.5,0.9,12.3,16.9,0.8,1.3,2.2,0.077,-1.4,-0.3,-1.8,0.1
1974159,16,28,49,708,10.2,0.587,0.72,0.104,1.1,14.1,7.6,6.6,0.6,0.8,7.9,14.9,0.6,0.4,1,0.067,-0.8,-2.1,-3,-0.2
50000,62,24,2,8,-15.5,0,0,0,0,28.2,13.8,0,0,0,66.7,16.6,-0.1,0,-0.1,-0.443,-23.8,-2.1,-25.8,0
2947305,16,25,47,404,17.5,0.661,0.234,0.364,4.8,18.6,11.8,7,2.8,8.3,14.4,11.3,0.7,0.9,1.6,0.189,-0.7,6.2,5.5,0.8
2116955,37,31,58,1507,10.1,0.601,0.506,0.271,1.6,11.8,6.7,5.1,2.1,1.4,15.6,12.7,0.8,1.9,2.6,0.084,-1.4,1.3,-0.1,0.7
7000000,45,31,77,2527,20.5,0.575,0.391,0.36,1.8,6.7,4.3,26.5,1.6,0.6,13.1,29.9,5.6,1.3,6.9,0.131,3.9,-2.7,1.2,2.1
6286560,2,20,52,1780,12.5,0.444,0.523,0.126,4.2,17.3,10.8,29,2.4,2,18.6,17.4,-0.5,2.5,2,0.053,-0.8,2.4,1.6,1.6
33285709,1,33,78,2898,28.5,0.62,0.254,0.33,3.6,22.3,13.1,44,1.9,2.1,15.9,31.4,10.4,3,13.4,0.222,7.5,2.2,9.7,8.6
3821640,7,20,65,1949,15.3,0.551,0.466,0.188,3.9,23.6,13.4,6.2,0.9,1.8,8.1,21.7,1.5,1.6,3.2,0.078,-0.7,-1.2,-1.9,0
1471382,27,25,62,1367,20.3,0.613,0.031,0.338,12.3,21.6,17,8.8,3,2.1,10,15.8,3.5,2.2,5.7,0.2,1.2,2.4,3.6,1.9
148318,62,27,10,70,3,0.354,0.375,0,4.8,0,2.3,18.7,0,0,11.1,16.7,-0.1,0,-0.1,-0.063,-5.4,-5.4,-10.7,-0.2
6666667,62,26,54,782,12.3,0.509,0.648,0.112,1.7,10.2,5.8,10.3,1.9,0.6,5.1,19,0.5,0.8,1.4,0.083,-0.1,-1.5,-1.6,0.1
6655325,62,29,70,1302,6.4,0.512,0.476,0.21,3.7,10.5,7.1,4.3,1.1,0.9,12.4,10.5,0.2,0.6,0.8,0.031,-2.1,-0.5,-2.6,-0.2
4180000,40,27,78,1747,12.4,0.501,0.321,0.173,3.7,21.2,12.6,18.4,1.2,0.8,15.1,21.8,-0.2,1.9,1.6,0.045,-1.9,-0.2,-2.1,-0.1
21461010,2,32,72,2416,25.2,0.573,0.07,0.303,10.8,17.1,14,11.5,0.8,3,6.9,29.1,7.3,3.4,10.8,0.214,3.1,0.3,3.4,3.3
18868625,1,25,60,1931,25.1,0.61,0.374,0.24,1.9,10.8,6.4,30.9,1.7,0.7,10.4,31.1,6.3,2.7,9,0.224,7,-0.6,6.4,4.1
4666500,33,29,12,59,5.9,0.43,0.238,0.619,1.8,17.5,9.4,4.8,0.8,0,10.1,21.6,-0.1,0,0,-0.03,-7.6,-4.2,-11.8,-0.1
4087500,49,27,73,1289,19.4,0.623,0.037,0.339,9,28,18.6,16.9,1.3,6,19.3,17,2.3,1.9,4.2,0.157,-0.2,4.2,4,2
28703704,24,31,74,2387,19.6,0.6,0.63,0.283,3.1,16.1,9.7,30.4,1.7,0.5,14.5,21.6,6.8,2.9,9.7,0.195,5.5,0.4,5.8,4.7
1423560,27,22,76,2383,14.4,0.551,0.418,0.201,4,17.4,10.7,9.2,1,1.1,10.8,22.5,1.7,2.3,4,0.08,-0.2,-1.1,-1.2,0.5
7000000,51,36,70,1516,13.5,0.651,0.779,0.149,0.7,10.8,5.8,8,0.9,1.5,9.1,16.1,2.8,0.6,3.4,0.107,2.2,-2.2,0.1,0.8
92160,62,26,29,409,9.8,0.439,0.185,0.444,7.4,17.9,12.5,15.1,2,1.3,17.1,13,0,0.5,0.4,0.051,-3.8,2.2,-1.7,0
2151704,30,24,71,1906,15.7,0.579,0.13,0.326,4.7,17.8,11.2,14.7,2.9,2.5,16.3,13.5,2.2,3.7,5.9,0.147,-0.4,4.4,4,2.9
4503600,4,22,48,1553,20.4,0.539,0.256,0.309,4.5,18.1,11.3,6.3,1.1,6.4,8.4,31,1.4,1.8,3.2,0.1,-0.4,-0.2,-0.6,0.5
4046760,5,23,52,1525,14.5,0.488,0.201,0.173,1.6,14.3,7.8,33.3,3.3,1.6,17.3,24.7,-1,1.9,0.9,0.028,-1.4,1.4,0,0.8
8393000,23,28,71,1391,17.5,0.566,0,0.19,11.7,27.8,19.3,9.7,1.7,2.2,10.4,15.2,2.3,1.5,3.8,0.132,-0.9,1.2,0.4,0.8
17826150,11,27,69,2369,16.1,0.601,0.442,0.087,1.4,10.3,6.2,11.5,1.1,1.1,9.7,23.4,3,1.8,4.9,0.098,1.8,-2.2,-0.4,1
14100000,39,26,78,2857,17.4,0.579,0.327,0.282,1.7,15.2,8.5,17.6,2,0.6,11.8,24.5,4.4,2.2,6.6,0.111,1.6,-1.2,0.4,1.7
815615,62,25,38,481,14.6,0.543,0,0.388,13.9,19.6,16.7,8.9,1.1,3,13.6,12.8,0.8,0.5,1.2,0.123,-1.8,1.4,-0.4,0.2
1471382,30,21,62,819,14.4,0.581,0.024,0.455,10.9,15.4,13.3,6.1,1.8,4.9,12.6,12.3,1.2,1.2,2.5,0.144,-1.1,2.2,1.1,0.7
22642350,5,29,56,1556,22.4,0.608,0.441,0.367,7.2,30.3,18.9,9.6,1.3,1.3,9.6,25.3,4.3,1.6,5.9,0.183,2.4,-1.4,1,1.2
25000000,2,29,64,2196,26.2,0.643,0.337,0.331,1.7,19.4,11.2,25.3,1,4.2,12.9,30.3,7.2,2.9,10.1,0.221,5,0.9,5.9,4.4
17745894,8,24,70,2377,13.5,0.57,0.523,0.25,2.6,14.4,8.5,9.3,2.1,0.5,9.9,16.9,2.8,2.6,5.4,0.109,0.9,0.4,1.2,1.9
16910113,62,28,65,1789,14.5,0.547,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17,22.5,0.2,1.9,2.2,0.059,-0.6,1.1,0.4,1.1
12921348,22,28,32,461,17.4,0.552,0.007,0.345,16.7,20.8,18.7,5.8,1.3,2.4,11.9,18.2,0.9,0.4,1.3,0.13,-1.1,-1.2,-2.3,0
12000000,9,27,77,2663,20.7,0.571,0.441,0.307,1.2,8.8,4.9,27.5,1.6,0.8,10.3,27.5,6.3,2,8.3,0.15,5.1,-1.9,3.3,3.5
2093040,15,22,77,2121,12.2,0.539,0.465,0.299,3.1,15.5,9.3,6.4,1.7,1.4,8.8,19.4,1.6,2.2,3.7,0.085,-0.6,-0.5,-1.1,0.5
10607169,13,26,73,1720,18,0.615,0.44,0.27,5.6,21.4,13.5,18.8,1.8,1.7,17,21.6,2.8,2.6,5.5,0.153,1.8,1.4,3.2,2.2
1312611,54,22,1,3,-31.6,0,0.5,0,35.9,0,18.4,0,0,0,33.3,44.2,-0.1,0,-0.1,-1.005,-29.5,-11.9,-41.4,0
1312611,54,22,14,134,3.6,0.386,0.273,0.182,0.8,10.8,5.6,23,1.1,0.7,17.4,28,-0.5,0.1,-0.5,-0.166,-8.2,-3.3,-11.5,-0.3
1312611,54,22,15,137,2.9,0.375,0.279,0.176,1.5,10.5,5.9,22.5,1.1,0.6,17.9,28.4,-0.6,0.1,-0.5,-0.185,-8.7,-3.5,-12.1,-0.3
18868625,15,26,9,210,26,0.572,0.315,0.342,3.1,19.1,11.1,17.7,4.3,3.6,11.1,30.6,0.3,0.5,0.9,0.197,2.7,3.2,5.9,0.4
6216840,1,22,78,2770,24.8,0.645,0.249,0.351,9.3,30.9,20,10.7,1.1,3.5,10.8,22.9,9.8,3.1,13,0.225,4.3,1,5.3,5.1
2947305,16,23,75,1966,19.1,0.529,0.008,0.292,9.6,26.8,18.3,11.6,1.5,4.3,14.7,26.6,0.6,3.7,4.3,0.105,-2.7,2.7,-0.1,1
2705040,10,21,65,1587,11.5,0.498,0.271,0.208,4.2,20.4,12.3,13,1.6,1.8,12.8,16.2,0.3,2.3,2.6,0.078,-2.7,1.8,-0.9,0.4
2247480,16,20,1,4,19.8,0.5,0,0,0,0,0,0,12.5,0,0,22.1,0,0,0,0.149,-0.7,4,3.2,0
2365560,15,22,65,1413,9.8,0.53,0.429,0.09,2.1,12.9,7.2,7.3,1,0.8,8.4,14.4,0.6,0.5,1,0.036,-1.8,-1.5,-3.4,-0.5
4615385,62,28,69,2180,10.9,0.518,0.574,0.211,1.5,12.6,6.8,9.9,1.7,1.3,9.8,18,0.4,1.6,1.9,0.043,-0.9,-0.2,-1.1,0.5
1579440,21,24,36,485,11.9,0.523,0.486,0.197,4.9,13.9,9.6,7.3,1.4,1,6.6,18.8,0.4,0.6,1,0.103,-1.1,-1.4,-2.5,-0.1
1524305,62,29,20,106,6.7,0.635,1,0.286,0,24,11.7,19.5,0.9,1.6,43.2,5.7,0,0.1,0.1,0.059,-3.9,1.1,-2.8,0
4149242,7,23,78,2099,19.8,0.605,0.05,0.468,8.8,22.8,15.8,15.6,0.9,1.7,16.1,25.2,3.8,2.4,6.3,0.144,0.3,0.5,0.8,1.5
2076840,15,22,24,275,10,0.517,0.662,0.162,7.4,14.7,11.1,5.9,1.1,0.9,10.2,13.9,0.2,0.1,0.4,0.063,-0.9,-2.3,-3.2,-0.1
25686667,17,27,77,2788,17.4,0.566,0.288,0.193,2.3,10.9,6.8,24.5,1.9,1.7,13.6,23.2,3.6,2.6,6.3,0.108,1.6,0.2,1.7,2.6
5400000,17,32,3,12,3.5,0.25,0,0,28.1,8.8,18.1,0,0,0,0,14.4,0,0,0,-0.015,-6,-7.4,-13.4,0
1471382,40,24,78,2601,13.7,0.556,0.385,0.159,2.9,8.9,5.9,13.1,2.3,2.4,13,18.2,1.9,3.5,5.4,0.1,0,1.5,1.5,2.3
6021175,37,30,2,6,-12.5,0,1,0,0,0,0,0,0,0,0,7.6,0,0,0,-0.189,-9.8,-2.3,-12.1,0
